1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
672.0,728.0,0.0,None,3,1Fam,TA,No,209.0,0.0,ALQ,Unf,0,0,TA,463.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,440.0,2,TA,Fin,TA,Attchd,1978.0,1400.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7844.0,Inside,74.0,Reg,0.0,60,RL,203.0,BrkFace,None,0.0,3,Sawyer,0.0,7,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,672.0,AllPub,0.0,1978,1978,2006,149500.0
1370.0,1254.0,0.0,None,4,1Fam,TA,No,1128.0,0.0,BLQ,Unf,1,0,Gd,242.0,N,Feedr,Norm,FuseA,0.0,TA,TA,Wd Sdng,Stucco,None,Gd,1,BrkTil,2,Typ,864.0,3,TA,Unf,TA,Detchd,1918.0,2624.0,1,GasW,TA,2Story,1,TA,Lvl,Gtl,22420.0,Inside,86.0,IR1,0.0,70,RL,0.0,None,None,0.0,11,Crawfor,0.0,6,6,N,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,10,1370.0,AllPub,0.0,1918,1950,2007,239000.0
756.0,378.0,0.0,None,3,1Fam,TA,No,312.0,0.0,ALQ,Unf,1,0,TA,444.0,N,Norm,Norm,FuseF,0.0,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,240.0,1,TA,Unf,TA,Detchd,1940.0,1134.0,1,GasA,Fa,1.5Fin,1,TA,Lvl,Gtl,8160.0,Inside,60.0,Reg,0.0,50,RL,0.0,None,None,0.0,4,Edwards,0.0,6,5,P,0.0,None,CompShg,Gable,AdjLand,WD,0.0,Pave,7,756.0,AllPub,0.0,1940,1950,2007,126000.0
1056.0,0.0,0.0,None,3,1Fam,TA,No,775.0,0.0,BLQ,Unf,1,0,TA,281.0,Y,Norm,Norm,SBrkr,184.0,TA,TA,VinylSd,VinylSd,None,Fa,1,CBlock,1,Typ,304.0,1,TA,Unf,TA,Attchd,1968.0,1056.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8450.0,Inside,65.0,Reg,0.0,20,RL,0.0,None,None,0.0,7,NAmes,85.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1056.0,AllPub,0.0,1968,1968,2010,142000.0
1344.0,0.0,0.0,None,2,Duplex,Gd,Gd,1309.0,0.0,GLQ,Unf,2,0,Gd,35.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,784.0,4,TA,Fin,TA,Attchd,1997.0,1344.0,0,GasA,Ex,SFoyer,2,TA,Lvl,Gtl,7060.0,Inside,78.0,Reg,0.0,90,RM,200.0,BrkFace,None,0.0,11,Mitchel,0.0,5,7,Y,0.0,None,CompShg,Gable,Alloca,WD,0.0,Pave,8,1344.0,AllPub,0.0,1997,1998,2008,206300.0
1602.0,0.0,0.0,None,3,1Fam,TA,No,1246.0,0.0,ALQ,Unf,0,1,Gd,356.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CmentBd,None,TA,1,CBlock,2,Typ,529.0,2,TA,Fin,TA,Attchd,1977.0,1602.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,16635.0,FR2,128.97674208941703,IR1,0.0,20,RL,126.0,Stone,None,0.0,6,NWAmes,0.0,7,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1602.0,AllPub,240.0,1977,2000,2009,215000.0
988.0,0.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,988.0,Y,Artery,Norm,FuseA,0.0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,520.0,2,TA,RFn,TA,Attchd,1954.0,988.0,0,GasA,Ex,1Story,1,TA,HLS,Mod,21750.0,Inside,100.0,Reg,0.0,20,RL,0.0,None,None,0.0,2,Mitchel,0.0,5,5,N,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,4,988.0,AllPub,0.0,1954,1954,2008,113000.0
1470.0,1160.0,0.0,None,4,1Fam,TA,No,986.0,0.0,GLQ,Unf,1,0,Gd,484.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,696.0,3,TA,Fin,TA,Attchd,1998.0,2630.0,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,9200.0,Inside,80.0,Reg,0.0,60,RL,473.0,BrkFace,None,0.0,6,NoRidge,66.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1470.0,AllPub,0.0,1998,1998,2008,315000.0
1196.0,0.0,0.0,None,2,1Fam,TA,No,616.0,0.0,LwQ,Unf,1,0,Gd,580.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,CBlock,1,Typ,297.0,1,TA,RFn,TA,Attchd,1956.0,1196.0,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9000.0,Inside,72.0,Reg,0.0,20,RL,74.0,BrkFace,None,0.0,5,NAmes,44.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1196.0,AllPub,0.0,1956,1956,2008,139000.0
707.0,682.0,0.0,Grvl,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,651.0,Y,Norm,Norm,SBrkr,126.0,Gd,TA,HdBoard,HdBoard,None,Gd,2,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1947.0,1389.0,1,GasA,Gd,2Story,1,TA,HLS,Gtl,3378.0,Inside,60.0,Reg,0.0,60,RM,0.0,None,None,0.0,9,OldTown,0.0,8,7,P,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,651.0,AllPub,0.0,1946,1992,2009,135000.0
1644.0,0.0,0.0,None,2,1Fam,TA,Gd,1518.0,0.0,GLQ,Unf,1,1,Gd,0.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,None,TA,1,PConc,2,Typ,569.0,2,TA,Fin,TA,Attchd,1989.0,1644.0,0,GasA,Gd,SLvl,1,Gd,Low,Mod,12800.0,Inside,113.13708498984761,Reg,0.0,80,RL,145.0,BrkFace,None,0.0,8,SawyerW,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,396.0,Pave,5,1518.0,AllPub,80.0,1989,1989,2009,275000.0
907.0,0.0,0.0,None,3,1Fam,TA,No,288.0,0.0,Rec,Unf,0,0,TA,619.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,352.0,1,TA,Unf,TA,Detchd,1964.0,907.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8593.0,Inside,77.0,IR1,0.0,20,RL,0.0,None,None,0.0,7,NAmes,0.0,6,4,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,907.0,AllPub,0.0,1957,1957,2008,109008.0
1208.0,0.0,0.0,None,2,1Fam,TA,No,664.0,0.0,GLQ,Unf,1,0,Gd,544.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,628.0,2,TA,RFn,TA,Attchd,2007.0,1208.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6762.0,Inside,64.0,Reg,0.0,20,RL,108.0,BrkFace,None,0.0,9,CollgCr,54.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1208.0,AllPub,105.0,2007,2007,2007,195400.0
1412.0,0.0,0.0,None,3,1Fam,TA,Mn,1005.0,0.0,GLQ,Unf,1,0,Gd,387.0,Y,Norm,Norm,SBrkr,169.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,576.0,2,TA,Unf,TA,Attchd,1988.0,1412.0,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,11457.0,Corner,130.0,IR1,0.0,20,RL,0.0,None,None,0.0,3,Timber,0.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1392.0,AllPub,0.0,1988,1988,2009,175000.0
483.0,504.0,0.0,None,2,Twnhs,TA,No,387.0,0.0,ALQ,Unf,0,0,TA,96.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Detchd,1971.0,987.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680.0,Inside,21.0,Reg,0.0,160,RM,232.0,BrkFace,None,0.0,7,BrDale,0.0,5,6,Y,0.0,None,CompShg,Gable,Abnorml,COD,0.0,Pave,4,483.0,AllPub,0.0,1971,1971,2008,85400.0
765.0,600.0,0.0,None,2,TwnhsE,TA,No,471.0,0.0,ALQ,Unf,1,0,TA,294.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Min1,440.0,2,TA,Unf,TA,Detchd,1971.0,1365.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1920.0,Inside,24.0,Reg,0.0,160,RM,376.0,BrkFace,None,0.0,8,BrDale,36.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,765.0,AllPub,240.0,1971,1971,2007,122500.0
926.0,678.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,926.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,470.0,2,TA,Fin,TA,Attchd,1997.0,1604.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10839.0,Corner,100.0,IR1,0.0,60,RL,0.0,None,None,0.0,7,Gilbert,36.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,926.0,AllPub,0.0,1997,1998,2008,181000.0
827.0,834.0,0.0,None,3,1Fam,TA,Av,385.0,344.0,GLQ,ALQ,1,0,Gd,70.0,Y,PosN,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,550.0,2,TA,RFn,TA,Attchd,1996.0,1661.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10667.0,CulDSac,43.0,IR2,0.0,60,RL,0.0,None,None,0.0,4,CollgCr,61.0,6,7,Y,0.0,None,CompShg,Gable,Normal,ConLw,0.0,Pave,6,799.0,AllPub,158.0,1996,1996,2009,212000.0
734.0,384.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,648.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Stucco,Stucco,None,None,0,BrkTil,1,Typ,440.0,2,TA,Unf,TA,Detchd,1990.0,1118.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,4400.0,Inside,40.0,Reg,0.0,50,RM,0.0,None,None,0.0,10,OldTown,0.0,8,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,648.0,AllPub,0.0,1920,1950,2006,116000.0
904.0,0.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,884.0,Y,Norm,Norm,SBrkr,105.0,TA,Gd,Wd Sdng,Wd Sdng,None,None,0,PConc,1,Typ,180.0,1,TA,Unf,TA,Detchd,1926.0,904.0,0,GasA,Gd,1.5Unf,1,TA,Lvl,Gtl,6000.0,Inside,50.0,Reg,0.0,45,RM,0.0,None,None,0.0,1,BrkSide,0.0,7,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,884.0,AllPub,0.0,1926,2004,2009,119000.0
694.0,0.0,0.0,None,2,1Fam,TA,No,365.0,0.0,LwQ,Unf,0,0,TA,75.0,N,Norm,Norm,SBrkr,34.0,TA,TA,WdShing,Stucco,MnPrv,Gd,1,PConc,1,Typ,352.0,1,TA,Unf,Gd,Detchd,1990.0,694.0,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,4280.0,Inside,40.0,Reg,0.0,30,RL,0.0,None,None,0.0,3,Crawfor,0.0,6,5,P,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,440.0,AllPub,0.0,1913,2002,2007,90350.0
684.0,512.0,0.0,Grvl,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,684.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,GdPrv,None,0,BrkTil,1,Typ,528.0,2,TA,Unf,TA,Detchd,2005.0,1196.0,0,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,12354.0,Corner,67.0,Reg,0.0,50,RL,0.0,None,Shed,800.0,8,Edwards,46.0,8,6,Y,0.0,None,CompShg,Gable,Normal,ConLI,0.0,Pave,7,684.0,AllPub,0.0,1920,2000,2009,110000.0
2402.0,0.0,0.0,None,2,1Fam,TA,Gd,1767.0,539.0,GLQ,ALQ,1,0,Ex,788.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,672.0,3,TA,Fin,TA,Attchd,2008.0,2402.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,15431.0,Inside,105.0,Reg,0.0,20,RL,200.0,Stone,None,0.0,4,NridgHt,72.0,5,10,Y,0.0,None,CompShg,Hip,Normal,WD,170.0,Pave,10,3094.0,AllPub,0.0,2008,2008,2009,555000.0
1128.0,445.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1078.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,360.0,2,TA,Unf,TA,Detchd,1930.0,1573.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240.0,Inside,52.0,Reg,0.0,50,RM,0.0,None,None,0.0,6,BrkSide,0.0,7,5,P,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1078.0,AllPub,0.0,1930,1992,2008,162900.0
1258.0,0.0,0.0,None,2,TwnhsE,None,None,0.0,0.0,None,None,0,0,None,1258.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,WdShing,Wd Shng,None,Gd,1,PConc,2,Typ,648.0,3,TA,Fin,TA,Attchd,2007.0,1258.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3922.0,Inside,53.0,Reg,0.0,120,RL,72.0,BrkFace,None,0.0,6,Blmngtn,16.0,5,7,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,6,1258.0,AllPub,144.0,2006,2007,2007,172500.0
933.0,975.0,0.0,None,4,1Fam,TA,No,642.0,0.0,GLQ,Unf,1,0,Gd,273.0,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,493.0,2,TA,Unf,TA,Attchd,1994.0,1908.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750.0,Inside,70.0,Reg,0.0,60,RL,0.0,None,None,0.0,7,CollgCr,133.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,915.0,AllPub,144.0,1994,1995,2008,210000.0
1689.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1436.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,480.0,2,TA,Unf,TA,Attchd,1956.0,1689.0,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,9855.0,Corner,73.0,Reg,0.0,20,RL,0.0,None,None,0.0,11,Edwards,0.0,5,6,Y,0.0,None,CompShg,Hip,Normal,COD,0.0,Pave,7,1436.0,AllPub,0.0,1956,1956,2009,127500.0
1888.0,0.0,0.0,None,2,1Fam,TA,No,247.0,713.0,ALQ,Rec,0,0,TA,557.0,Y,PosA,Norm,SBrkr,0.0,TA,Gd,BrkFace,Plywood,None,Gd,1,CBlock,2,Mod,578.0,2,TA,Fin,TA,Attchd,1966.0,1888.0,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,16492.0,Corner,137.0,IR1,0.0,20,RL,0.0,None,None,0.0,6,NAmes,0.0,6,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1517.0,AllPub,0.0,1966,2002,2010,190000.0
956.0,930.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,930.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,431.0,2,TA,Fin,TA,Attchd,1998.0,1886.0,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,11214.0,Corner,105.89617556833672,IR1,0.0,60,RL,0.0,None,None,0.0,7,Gilbert,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,10,930.0,AllPub,89.0,1998,1999,2006,199900.0
780.0,596.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,780.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,2,Typ,198.0,1,TA,Unf,TA,Detchd,1937.0,1376.0,0,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,8600.0,Inside,50.0,Reg,0.0,50,RM,0.0,None,None,0.0,6,IDOTRR,0.0,6,6,N,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,780.0,AllPub,0.0,1937,1950,2006,119500.0
679.0,504.0,0.0,None,2,1Fam,TA,No,331.0,0.0,ALQ,Unf,0,0,TA,318.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,308.0,1,TA,Unf,TA,Detchd,1981.0,1183.0,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6000.0,Inside,50.0,Reg,0.0,50,RM,0.0,None,None,0.0,6,OldTown,176.0,7,3,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,649.0,AllPub,0.0,1948,2002,2007,120000.0
813.0,0.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,813.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,270.0,1,Fa,Unf,Fa,Detchd,1932.0,813.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5684.0,Inside,70.0,Reg,0.0,30,RM,0.0,None,None,0.0,6,OldTown,113.0,8,6,N,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,813.0,AllPub,0.0,1930,2005,2006,110000.0
1533.0,0.0,0.0,None,2,1Fam,TA,Gd,655.0,0.0,ALQ,Unf,1,0,Gd,878.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,2,Typ,576.0,2,TA,Unf,TA,Attchd,1975.0,1533.0,0,GasA,TA,1Story,1,Gd,Low,Mod,70761.0,Inside,62.0,IR1,0.0,20,RL,0.0,None,None,0.0,12,ClearCr,54.0,5,7,Y,0.0,None,WdShngl,Gable,Normal,WD,0.0,Pave,5,1533.0,AllPub,200.0,1975,1975,2006,280000.0
888.0,868.0,0.0,None,3,1Fam,TA,No,742.0,0.0,ALQ,Unf,1,0,Ex,130.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,422.0,2,TA,Fin,TA,Attchd,1996.0,1756.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9303.0,Corner,96.45206063117573,IR1,0.0,60,RL,42.0,BrkFace,None,0.0,7,Timber,122.0,5,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,872.0,AllPub,144.0,1996,1997,2007,204000.0
786.0,804.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,768.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,676.0,2,TA,RFn,TA,Attchd,2008.0,1590.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9000.0,Inside,75.0,Reg,0.0,60,FV,0.0,None,None,0.0,6,Somerst,30.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,768.0,AllPub,0.0,2008,2008,2009,210000.0
1728.0,0.0,0.0,None,4,Duplex,TA,No,1606.0,0.0,ALQ,Unf,2,0,TA,122.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,None,0,CBlock,2,Typ,560.0,2,TA,Unf,TA,Detchd,1976.0,1728.0,0,GasA,TA,1Story,2,TA,Lvl,Gtl,9297.0,Inside,63.0,Reg,0.0,90,RL,0.0,None,None,0.0,7,Mitchel,0.0,5,5,Y,0.0,None,CompShg,Gable,Family,WD,0.0,Pave,8,1728.0,AllPub,0.0,1976,1976,2006,188000.0
1242.0,0.0,0.0,None,3,1Fam,TA,No,916.0,0.0,ALQ,Unf,0,0,TA,326.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,528.0,2,TA,Unf,TA,Attchd,1973.0,1242.0,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,9600.0,Inside,80.0,Reg,0.0,20,RL,320.0,BrkFace,None,0.0,9,NWAmes,0.0,6,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1242.0,AllPub,0.0,1973,1973,2007,175500.0
624.0,720.0,0.0,Grvl,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,624.0,N,Norm,Norm,SBrkr,96.0,TA,TA,AsbShng,AsbShng,None,None,0,BrkTil,1,Typ,513.0,3,Fa,Unf,Fa,Detchd,1916.0,1344.0,0,GasA,Fa,2Story,1,TA,Lvl,Gtl,4571.0,Inside,34.0,Reg,0.0,70,RM,0.0,None,None,0.0,5,OldTown,0.0,5,5,Y,0.0,None,CompShg,Gable,Abnorml,COD,0.0,Pave,7,624.0,AllPub,0.0,1916,1950,2008,98000.0
1663.0,0.0,0.0,None,2,1Fam,TA,Gd,1116.0,0.0,BLQ,Unf,1,0,Gd,248.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,Gd,2,CBlock,1,Min1,529.0,2,TA,Fin,TA,Attchd,1954.0,1663.0,0,GasA,Ex,1Story,1,Gd,Low,Mod,53227.0,CulDSac,59.9111111111111,IR1,0.0,20,RL,0.0,None,None,0.0,3,ClearCr,137.0,6,4,Y,0.0,None,Tar&Grv,Flat,Normal,WD,0.0,Pave,6,1364.0,AllPub,224.0,1954,1994,2008,256000.0
833.0,833.0,0.0,Grvl,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,588.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,Stucco,Wd Shng,MnPrv,Gd,1,PConc,1,Typ,228.0,1,TA,Unf,TA,Detchd,1925.0,1666.0,0,GasA,Fa,2Story,1,Gd,Lvl,Gtl,5100.0,Inside,71.4142842854285,Reg,0.0,70,RM,0.0,None,None,0.0,6,OldTown,63.0,7,8,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,588.0,AllPub,192.0,1925,1996,2008,161000.0
979.0,224.0,0.0,None,3,1Fam,TA,No,185.0,0.0,LwQ,Unf,1,0,TA,524.0,Y,Norm,Norm,SBrkr,248.0,TA,TA,MetalSd,MetalSd,None,TA,1,CBlock,1,Typ,352.0,1,TA,Unf,TA,Detchd,1950.0,1203.0,0,GasA,TA,1.5Fin,1,Gd,Bnk,Gtl,7015.0,Corner,83.75559682791355,IR1,0.0,50,RL,161.0,BrkCmn,None,0.0,7,BrkSide,0.0,4,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,709.0,AllPub,0.0,1950,1950,2009,110000.0
832.0,1103.0,0.0,None,3,1Fam,TA,No,544.0,0.0,GLQ,Unf,1,0,Gd,288.0,Y,RRAn,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,552.0,2,TA,Fin,TA,BuiltIn,2009.0,1935.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8004.0,Inside,75.0,IR1,0.0,60,FV,110.0,Stone,None,0.0,12,Somerst,150.0,5,8,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,8,832.0,AllPub,0.0,2009,2009,2009,263435.0
575.0,560.0,0.0,None,3,1Fam,Gd,No,350.0,210.0,ALQ,BLQ,1,0,Gd,0.0,Y,Feedr,Norm,SBrkr,0.0,Gd,Gd,Wd Sdng,Wd Sdng,MnPrv,None,0,PConc,1,Typ,576.0,2,TA,RFn,TA,Detchd,1971.0,1135.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7200.0,Inside,60.0,Reg,0.0,70,RL,0.0,None,None,0.0,4,SWISU,0.0,9,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,560.0,AllPub,256.0,1936,2007,2009,155000.0
864.0,0.0,0.0,None,3,1Fam,TA,No,553.0,311.0,Rec,BLQ,0,0,TA,0.0,Y,Norm,Norm,SBrkr,236.0,TA,TA,MetalSd,MetalSd,GdWo,Po,1,CBlock,1,Typ,360.0,1,TA,Unf,TA,Detchd,1965.0,864.0,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8281.0,Inside,60.0,IR1,0.0,20,RL,0.0,None,None,0.0,12,Sawyer,0.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1965,1965,2009,62383.0
849.0,811.0,0.0,None,3,1Fam,TA,No,326.0,0.0,LwQ,Unf,0,0,TA,389.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Stucco,Stucco,None,Gd,1,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1939.0,1660.0,1,GasA,Fa,2Story,1,TA,HLS,Mod,11988.0,Inside,74.0,IR1,0.0,70,RL,0.0,None,None,0.0,8,Crawfor,0.0,7,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,715.0,AllPub,0.0,1934,1995,2008,188700.0
1414.0,0.0,0.0,None,2,TwnhsE,None,None,0.0,0.0,None,None,0,0,None,1375.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,398.0,2,TA,Fin,TA,Attchd,2004.0,1414.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3072.0,Inside,55.42562584220408,Reg,0.0,120,RM,18.0,BrkFace,None,0.0,5,Blmngtn,20.0,5,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1375.0,AllPub,144.0,2004,2004,2006,178740.0
